施設名,ラウンジ形態,媒体,総合スコア,投稿日,宿泊日,プラン名,喫食,客室,利用人数,年代,性別,目的,同伴者,レビュータイトル,レビュー本文,客室、アメニティ,施設、設備,接客、サービス,お食事,温泉、お風呂,満足度
天神プレイス,宿泊者全員,楽天,5.00,2024年11月02日,2024年10月,【駐車場利用不可】シンプルステイ～朝食無料サービス～,朝食付,【女性専用禁煙】■Refaルームシングル■ダブルベッド×１,,60代,女性,レジャー,一人,,いつもは博多駅近で宿泊しますが、今回は翌日の予定に合わせ天神周辺で探しました。ＲｅＦａのシャワーヘッドやドライヤーに興味もあり女性専用フロアを選びました。 ホテル全体決して新しくはないようですが、フロア全体によい香りがしてリラックスでき、お部屋も隅々まできれいでした。スタッフの方々の接客もとても気持ちよかったです。ラウンジで飲み物やお菓子がいただけるのもうれしいサービスですね。 朝食は体調と相談し人気のカレーはあきらめてパンセットにしました。量もお味もちょうどよく、お部屋でゆっくりいただくことができました。 立地の難点も事前にコメントで拝見しており、わかっていれば気になりませんでした。 全体的にとても満足のいくホテルで今後も利用させていただきたいです。,,,,,,
天神プレイス,宿泊者全員,楽天,4.00,2024年10月24日,2024年09月,【素泊まり】シンプルステイ～朝食無料サービス～,朝食付,【喫煙】ダブル（2名利用）■ダブルベッド140ｃｍ幅×1台,,60代,男性,レジャー,家族,,久しぶりにスリランカカレーが食べれて満足して帰れました。,,,,,,
天神プレイス,宿泊者全員,楽天,4.00,2024年10月15日,2024年10月,【素泊まり】シンプルステイ～朝食無料サービス～,朝食付,【禁煙】ReFaルーム：クイーン（1名）■ベッド160cm幅,,60代,男性,レジャー,家族,,時期的にやや高いのは残念だったが、シングルにしては余裕のある部屋で、快適に過ごすことができた。朝食はレストランと部屋にテイクアウトの選択ができるのは便利。量もかなりあり、満足した。,,,,,,
天神プレイス,宿泊者全員,楽天,3.00,2024年10月14日,2024年10月,【素泊まり】シンプルステイ～朝食無料サービス～,朝食付,【喫煙】シングル（1名）■ダブルベッド140cm幅,,50代,男性,ビジネス,一人,,立地がよく、ビジネスに観光に良い場所です。 お部屋も綺麗でフロントの対応も丁寧でした。,,,,,,
天神プレイス,宿泊者全員,楽天,5.00,2024年10月13日 11:19:52,2024年10月,【駐車場利用不可】シンプルステイ～朝食無料サービス～,朝食付,【禁煙】シングル（1名）■ダブルベッド140cm幅,,不明,不明,レジャー,一人,,立地は思ったより中心地に近く、充分徒歩圏内でした。 部屋も清潔で、フロント前エレベーターはルームキーがないと使えないので治安も安心でした。,,,,,,
天神プレイス,宿泊者全員,楽天,5.00,2024年10月10日 11:19:20,2024年10月,【素泊まり】シンプルステイ～朝食無料サービス～,朝食付,【喫煙】シングル（1名）■ダブルベッド140cm幅,,不明,不明,ビジネス,一人,,ユニットバスが広くて、ゆっくりとトイレと風呂を利用できました。 部屋広くないですが清潔で各種電源やUSB充電ポートに対応しており助かりました。 立地もよく移動がしやすく、また宿泊をしたいと思います。,,,,,,
天神プレイス,宿泊者全員,楽天,4.00,2024年10月08日,2024年10月,【駐車場利用不可】シンプルステイ～朝食無料サービス～,朝食付,【禁煙】シングル（1名）■ダブルベッド140cm幅,,40代,男性,ビジネス,一人,,福岡から転居するにあたって退去後の宿泊先に選びました。 家から近かったのが最初に選んだ理由ですが、全体的に清潔でとても寝心地良く過ごせました。 薬院駅天神駅どちらからもアクセス良くオススメです。,,,,,,
天神プレイス,宿泊者全員,楽天,4.00,2024年10月01日,2024年09月,【素泊まり】シンプルステイ～朝食無料サービス～,朝食付,【女性専用禁煙】■Refaルームシングル■ダブルベッド×１,,60代,女性,レジャー,一人,,リファのシャワーヘッドが気になっていて購入しようか迷っていたので、シャワーヘッドとドライヤーとヘアアイロンがついたレデイースルームに宿泊しました。 やはり使ってみて実感。ミストが心地よくドライヤーも強力で使い心地がとてもよかったです。 朝食のカレーも本場っぽくて朝からでもさらっと食べれ、ほかにはないメニューでおいしかった。 チェックインしてからお菓子（おかきが豊富）やらソフトドリンクを飲みながら1Fでゆっくりもできました。 またリピートしようかなと思えるホテルでした。,,,,,,
天神プレイス,宿泊者全員,楽天,3.00,2024年09月30日,2024年09月,【スタンダードプラン】シンプルステイ～朝食無料サービス～,朝食付,【禁煙】ツイン■ダブルベッド140ｃｍ幅×2台,,30代,女性,レジャー,家族,,部屋は広くて清潔感もあり過ごしやすかったです。 朝食に関しては少し融通がきかないなと残念な気持ちになりました。 母はカレー私はパンを希望しました。パンは部屋でカレーはレストランで食べるようですが、時間的にもレストランは混んでいなかったので、母と一緒にレストランで食べても良いか聞いたら、頑なにレストランではカレーしかダメだの一点張りでこちらの要望を聞き入れてもらえませんでした。 食べなければ一緒に席にいるのは良いとの事。席にいても良いのにパンは食べてはいけないというのは何故なのか理解できませんでした。 混んでいたら私もお願いしなかったけど、数人しかいなかったから他の方に迷惑になるような事をお願いしたつもりはありません。 外人のスタッフさんが多く、マニュアルで決められている事なのかもしれませんが、その時の状況でもう少し臨機応変に対応してもらえると良いなと思います。,,,,,,
天神プレイス,宿泊者全員,楽天,5.00,2024年09月23日 18:34:15,2024年09月,【カップル】JILL STUART　バスアメニティ付プラン,朝食付,【女性専用禁煙】■Refaルームシングル■ダブルベッド×１,,不明,不明,ビジネス,一人,,9月21日に宿泊しました。自分の車で移動することが多い私にとって、事前に予約しておけば自走式の駐車場が確保されていて気兼ねなく出入りできるのも魅力ですが、ホテルのフロントの皆さんが親切で丁寧で居心地がいいのが一番です。またお願いします。,,,,,,
天神プレイス,宿泊者全員,楽天,5.00,2024年09月23日 16:18:31,2024年09月,【駐車場利用不可】シンプルステイ～朝食無料サービス～,朝食付,【禁煙】ダブル（2名利用）■ダブルベッド140ｃｍ幅×1台,,不明,不明,レジャー,友達,,駅からも近いし歩いて中洲まだ行けてしまう立地が良くて、サービスもとってもよかったです！！,,,,,,
天神プレイス,宿泊者全員,楽天,4.00,2024年09月19日,2024年08月,【キャンセル料無料】当日でも安心！シンプルステイ＊朝食無料サービス付き,,【禁煙】シングル（1名）■ダブルベッド140cm幅,,40代,男性,ビジネス,一人,,とても綺麗なホテルでした。 フロントの対応も良く満足でした。,,,,,,
天神プレイス,宿泊者全員,楽天,4.00,2024年09月13日,2024年09月,【素泊まり】シンプルステイ～朝食無料サービス～,朝食付,【禁煙】シングル（1名）■ダブルベッド140cm幅,,50代,男性,ビジネス,一人,,天神まで歩いていける距離で、自走式の駐車場がある点は評価が高いです。ただ駐車場まアクセスする経路が混雑しているのと、直前の道が極めて狭いのは仕方ないですね。 ホテルそのものはキレイで、快適に過ごすことができました。 ただ夜にもつ鍋を食べすぎたために、朝食のカシミールカレーが食べられなかったことが唯一心残りです・・・。,,,,,,
天神プレイス,宿泊者全員,楽天,5.00,2024年08月29日,2024年08月,【素泊まり】シンプルステイ～朝食無料サービス～,朝食付,【喫煙】シングル（1名）■ダブルベッド140cm幅,,50代,男性,ビジネス,一人,,福岡出張の際にいつも利用させていただいています。 係の方の対応も体内でいつも大満足です。 ハードリピーターとしての意見で恐縮ですが朝食のメニューが時期によって変更されるなど変化があれば嬉しいです。,,,,,,
天神プレイス,宿泊者全員,楽天,5.00,2024年08月26日 07:51:52,2024年08月,【キャンセル料無料】当日でも安心！シンプルステイ＊朝食無料サービス付き,朝食付,【喫煙】シングル（1名）■ダブルベッド140cm幅,,不明,不明,ビジネス,一人,,朝食無料だし美味しかったです。,,,,,,
